PLATE_ID,TIME_PT,HRS_INOC,SAMPLE,NiTREAT,REP,OD600,OD600_BLK,A618,A618_BLK,A595,A595_BLK,CFU_ct,CFU_ml,logCFU_ml,CFU_ox,DisNi,DisMn,Ni.rem,Mn.rem
T0,0,0.3,L100_Ni0_T0,0,A,0.039,0.002,,,,,,,,,0.086,4.659,,
T0,0,0.3,L100_Ni0_T0,0,B,0.039,0.002,,,,,,,,,0.064,5.074,,
T0,0,0.3,L100_Ni0_T0,0,C,0.038,0.001,,,,,,,,,0.061,4.908,,
T0,0,0.3,L100_Ni0_T0,0,D,0.039,0.002,0.052,-0.003,0.23,0.002,,,,,,,,
T0,0,0.3,L100_Ni0_T0,0,E,0.039,0.002,0.052,-0.003,0.227,-0.001,,,,,,,,
T0,0,0.3,L100_Ni0_T0,0,F,0.039,0.002,0.053,-0.002,0.226,-0.002,,,,,,,,
T0,0,0.3,L100_Ni5_T0,5,A,0.04,0.003,,,,,,,,,0.309,4.942,,
T0,0,0.3,L100_Ni5_T0,5,B,0.04,0.003,,,,,,,,,0.306,4.847,,
T0,0,0.3,L100_Ni5_T0,5,C,0.039,0.002,,,,,,,,,0.3,4.698,,
T0,0,0.3,L100_Ni5_T0,5,D,0.04,0.003,0.052,-0.001,0.231,0.001,,,,,,,,
T0,0,0.3,L100_Ni5_T0,5,E,0.039,0.002,0.056,0.004,0.224,-0.006,,,,,,,,
T0,0,0.3,L100_Ni5_T0,5,F,0.04,0.003,0.052,-0.001,0.224,-0.006,,,,,,,,
T0,0,0.3,L100_Ni10_T0,10,A,0.04,0.002,,,,,,,,,0.592,4.965,,
T0,0,0.3,L100_Ni10_T0,10,B,0.041,0.003,,,,,,,,,0.581,4.77,,
T0,0,0.3,L100_Ni10_T0,10,C,0.04,0.002,,,,,,,,,0.573,4.924,,
T0,0,0.3,L100_Ni10_T0,10,D,0.041,0.003,0.053,0,0.234,0.007,,,,,,,,
T0,0,0.3,L100_Ni10_T0,10,E,0.042,0.004,0.051,-0.002,0.224,-0.003,,,,,,,,
T0,0,0.3,L100_Ni10_T0,10,F,0.04,0.002,0.052,-0.001,0.225,-0.002,,,,,,,,
T0,0,0.3,L100_Ni25_T0,25,A,0.04,0.001,,,,,,,,,1.404,4.99,,
T0,0,0.3,L100_Ni25_T0,25,B,0.042,0.003,,,,,,,,,1.377,4.885,,
T0,0,0.3,L100_Ni25_T0,25,C,0.04,0.001,,,,,,,,,1.378,4.949,,
T0,0,0.3,L100_Ni25_T0,25,D,0.042,0.003,0.053,0,0.231,0,,,,,,,,
T0,0,0.3,L100_Ni25_T0,25,E,0.04,0.001,0.052,-0.001,0.221,-0.01,,,,,,,,
T0,0,0.3,L100_Ni25_T0,25,F,0.041,0.002,0.052,-0.001,0.227,-0.004,,,,,,,,
T0,0,0.3,L100_Ni50_T0,50,A,0.043,0.003,,,,,,,,,2.517,4.851,,
T0,0,0.3,L100_Ni50_T0,50,B,0.044,0.004,,,,,,,,,2.557,4.926,,
T0,0,0.3,L100_Ni50_T0,50,C,0.054,0.014,,,,,,,,,2.472,4.795,,
T0,0,0.3,L100_Ni50_T0,50,D,0.044,0.004,0.053,0,0.23,0.002,,,,,,,,
T0,0,0.3,L100_Ni50_T0,50,E,0.043,0.003,0.052,-0.001,0.223,-0.006,,,,,,,,
T0,0,0.3,L100_Ni50_T0,50,F,0.043,0.003,0.052,-0.001,0.224,-0.005,,,,,,,,
T0,0,0.3,L100_Ni75_T0,75,A,0.044,0.003,,,,,,,,,3.701,4.905,,
T0,0,0.3,L100_Ni75_T0,75,B,0.045,0.004,,,,,,,,,3.685,4.858,,
T0,0,0.3,L100_Ni75_T0,75,C,0.047,0.006,,,,,,,,,3.646,4.862,,
T0,0,0.3,L100_Ni75_T0,75,D,0.045,0.004,0.052,-0.001,0.228,-0.001,,,,,,,,
T0,0,0.3,L100_Ni75_T0,75,E,0.046,0.005,0.051,-0.002,0.218,-0.011,,,,,,,,
T0,0,0.3,L100_Ni75_T0,75,F,0.045,0.004,0.052,-0.001,0.226,-0.003,,,,,,,,
T0,0,0.3,L100_Ni125_T0,125,A,0.048,0.006,,,,,,,,,6.473,4.919,,
T0,0,0.3,L100_Ni125_T0,125,B,0.054,0.012,,,,,,,,,6.51,4.955,,
T0,0,0.3,L100_Ni125_T0,125,C,0.045,0.003,,,,,,,,,6.63,5.043,,
T0,0,0.3,L100_Ni125_T0,125,D,0.045,0.003,0.051,-0.001,0.228,-0.001,,,,,,,,
T0,0,0.3,L100_Ni125_T0,125,E,0.054,0.012,0.051,-0.001,0.215,-0.014,,,,,,,,
T0,0,0.3,L100_Ni125_T0,125,F,0.051,0.009,0.051,-0.001,0.228,-0.001,,,,,,,,
T0,0,0.3,L100_Ni250_T0,250,A,0.047,0.004,,,,,,,,,12.64,4.715,,
T0,0,0.3,L100_Ni250_T0,250,B,0.064,0.021,,,,,,,,,12.356,4.624,,
T0,0,0.3,L100_Ni250_T0,250,C,0.046,0.003,,,,,,,,,13.118,4.94,,
T0,0,0.3,L100_Ni250_T0,250,D,0.05,0.007,0.052,-0.001,0.229,0.003,,,,,,,,
T0,0,0.3,L100_Ni250_T0,250,E,0.047,0.004,0.052,-0.001,0.224,-0.002,,,,,,,,
T0,0,0.3,L100_Ni250_T0,250,F,0.055,0.012,0.053,0,0.226,0,,,,,,,,
T2,2,2.2,L100_Ni0_T2,0,A,0.041,0.004,,,,,,,,,,,,
T2,2,2.2,L100_Ni0_T2,0,B,0.041,0.004,,,,,,,,,,,,
T2,2,2.2,L100_Ni0_T2,0,C,0.041,0.004,,,,,,,,,,,,
T2,2,2.2,L100_Ni0_T2,0,D,0.041,0.004,,,,,,,,,,,,
T2,2,2.2,L100_Ni0_T2,0,E,0.041,0.004,,,,,,,,,,,,
T2,2,2.2,L100_Ni0_T2,0,F,0.042,0.005,,,,,,,,,,,,
T2,2,2.2,L100_Ni5_T2,5,A,0.041,0.004,,,,,,,,,,,,
T2,2,2.2,L100_Ni5_T2,5,B,0.041,0.004,,,,,,,,,,,,
T2,2,2.2,L100_Ni5_T2,5,C,0.041,0.004,,,,,,,,,,,,
T2,2,2.2,L100_Ni5_T2,5,D,0.042,0.005,,,,,,,,,,,,
T2,2,2.2,L100_Ni5_T2,5,E,0.041,0.004,,,,,,,,,,,,
T2,2,2.2,L100_Ni5_T2,5,F,0.042,0.005,,,,,,,,,,,,
T2,2,2.2,L100_Ni10_T2,10,A,0.042,0.004,,,,,,,,,,,,
T2,2,2.2,L100_Ni10_T2,10,B,0.043,0.005,,,,,,,,,,,,
T2,2,2.2,L100_Ni10_T2,10,C,0.041,0.003,,,,,,,,,,,,
T2,2,2.2,L100_Ni10_T2,10,D,0.043,0.005,,,,,,,,,,,,
T2,2,2.2,L100_Ni10_T2,10,E,0.043,0.005,,,,,,,,,,,,
T2,2,2.2,L100_Ni10_T2,10,F,0.042,0.004,,,,,,,,,,,,
T2,2,2.2,L100_Ni25_T2,25,A,0.043,0.004,,,,,,,,,,,,
T2,2,2.2,L100_Ni25_T2,25,B,0.044,0.005,,,,,,,,,,,,
T2,2,2.2,L100_Ni25_T2,25,C,0.043,0.004,,,,,,,,,,,,
T2,2,2.2,L100_Ni25_T2,25,D,0.044,0.005,,,,,,,,,,,,
T2,2,2.2,L100_Ni25_T2,25,E,0.043,0.004,,,,,,,,,,,,
T2,2,2.2,L100_Ni25_T2,25,F,0.043,0.004,,,,,,,,,,,,
T2,2,2.2,L100_Ni50_T2,50,A,0.046,0.006,,,,,,,,,,,,
T2,2,2.2,L100_Ni50_T2,50,B,0.047,0.007,,,,,,,,,,,,
T2,2,2.2,L100_Ni50_T2,50,C,0.046,0.006,,,,,,,,,,,,
T2,2,2.2,L100_Ni50_T2,50,D,0.046,0.006,,,,,,,,,,,,
T2,2,2.2,L100_Ni50_T2,50,E,0.046,0.006,,,,,,,,,,,,
T2,2,2.2,L100_Ni50_T2,50,F,0.046,0.006,,,,,,,,,,,,
T2,2,2.2,L100_Ni75_T2,75,A,0.047,0.006,,,,,,,,,,,,
T2,2,2.2,L100_Ni75_T2,75,B,0.048,0.007,,,,,,,,,,,,
T2,2,2.2,L100_Ni75_T2,75,C,0.047,0.006,,,,,,,,,,,,
T2,2,2.2,L100_Ni75_T2,75,D,0.047,0.006,,,,,,,,,,,,
T2,2,2.2,L100_Ni75_T2,75,E,0.047,0.006,,,,,,,,,,,,
T2,2,2.2,L100_Ni75_T2,75,F,0.048,0.007,,,,,,,,,,,,
T2,2,2.2,L100_Ni125_T2,125,A,0.048,0.006,,,,,,,,,,,,
T2,2,2.2,L100_Ni125_T2,125,B,0.049,0.007,,,,,,,,,,,,
T2,2,2.2,L100_Ni125_T2,125,C,0.047,0.005,,,,,,,,,,,,
T2,2,2.2,L100_Ni125_T2,125,D,0.048,0.006,,,,,,,,,,,,
T2,2,2.2,L100_Ni125_T2,125,E,0.047,0.005,,,,,,,,,,,,
T2,2,2.2,L100_Ni125_T2,125,F,0.048,0.006,,,,,,,,,,,,
T2,2,2.2,L100_Ni250_T2,250,A,0.047,0.004,,,,,,,,,,,,
T2,2,2.2,L100_Ni250_T2,250,B,0.047,0.004,,,,,,,,,,,,
T2,2,2.2,L100_Ni250_T2,250,C,0.047,0.004,,,,,,,,,,,,
T2,2,2.2,L100_Ni250_T2,250,D,0.046,0.003,,,,,,,,,,,,
T2,2,2.2,L100_Ni250_T2,250,E,0.049,0.006,,,,,,,,,,,,
T2,2,2.2,L100_Ni250_T2,250,F,0.046,0.003,,,,,,,,,,,,
T3,3,3.3,L100_Ni0_T3,0,A,0.047,0.01,,,,,,,,,,,,
T3,3,3.3,L100_Ni0_T3,0,B,0.049,0.012,,,,,,,,,,,,
T3,3,3.3,L100_Ni0_T3,0,C,0.047,0.01,,,,,,,,,,,,
T3,3,3.3,L100_Ni0_T3,0,D,0.047,0.01,,,,,,,,,,,,
T3,3,3.3,L100_Ni0_T3,0,E,0.048,0.011,,,,,,,,,,,,
T3,3,3.3,L100_Ni0_T3,0,F,0.048,0.011,,,,,,,,,,,,
T3,3,3.3,L100_Ni5_T3,5,A,0.047,0.01,,,,,,,,,,,,
T3,3,3.3,L100_Ni5_T3,5,B,0.047,0.01,,,,,,,,,,,,
T3,3,3.3,L100_Ni5_T3,5,C,0.047,0.01,,,,,,,,,,,,
T3,3,3.3,L100_Ni5_T3,5,D,0.048,0.011,,,,,,,,,,,,
T3,3,3.3,L100_Ni5_T3,5,E,0.046,0.009,,,,,,,,,,,,
T3,3,3.3,L100_Ni5_T3,5,F,0.047,0.01,,,,,,,,,,,,
T3,3,3.3,L100_Ni10_T3,10,A,0.047,0.009,,,,,,,,,,,,
T3,3,3.3,L100_Ni10_T3,10,B,0.048,0.01,,,,,,,,,,,,
T3,3,3.3,L100_Ni10_T3,10,C,0.047,0.009,,,,,,,,,,,,
T3,3,3.3,L100_Ni10_T3,10,D,0.049,0.011,,,,,,,,,,,,
T3,3,3.3,L100_Ni10_T3,10,E,0.047,0.009,,,,,,,,,,,,
T3,3,3.3,L100_Ni10_T3,10,F,0.048,0.01,,,,,,,,,,,,
T3,3,3.3,L100_Ni25_T3,25,A,0.048,0.009,,,,,,,,,,,,
T3,3,3.3,L100_Ni25_T3,25,B,0.05,0.011,,,,,,,,,,,,
T3,3,3.3,L100_Ni25_T3,25,C,0.049,0.01,,,,,,,,,,,,
T3,3,3.3,L100_Ni25_T3,25,D,0.049,0.01,,,,,,,,,,,,
T3,3,3.3,L100_Ni25_T3,25,E,0.049,0.01,,,,,,,,,,,,
T3,3,3.3,L100_Ni25_T3,25,F,0.05,0.011,,,,,,,,,,,,
T3,3,3.3,L100_Ni50_T3,50,A,0.055,0.015,,,,,,,,,,,,
T3,3,3.3,L100_Ni50_T3,50,B,0.055,0.015,,,,,,,,,,,,
T3,3,3.3,L100_Ni50_T3,50,C,0.057,0.017,,,,,,,,,,,,
T3,3,3.3,L100_Ni50_T3,50,D,0.055,0.015,,,,,,,,,,,,
T3,3,3.3,L100_Ni50_T3,50,E,0.056,0.016,,,,,,,,,,,,
T3,3,3.3,L100_Ni50_T3,50,F,0.055,0.015,,,,,,,,,,,,
T3,3,3.3,L100_Ni75_T3,75,A,0.056,0.015,,,,,,,,,,,,
T3,3,3.3,L100_Ni75_T3,75,B,0.056,0.015,,,,,,,,,,,,
T3,3,3.3,L100_Ni75_T3,75,C,0.056,0.015,,,,,,,,,,,,
T3,3,3.3,L100_Ni75_T3,75,D,0.055,0.014,,,,,,,,,,,,
T3,3,3.3,L100_Ni75_T3,75,E,0.055,0.014,,,,,,,,,,,,
T3,3,3.3,L100_Ni75_T3,75,F,0.057,0.016,,,,,,,,,,,,
T3,3,3.3,L100_Ni125_T3,125,A,0.054,0.012,,,,,,,,,,,,
T3,3,3.3,L100_Ni125_T3,125,B,0.054,0.012,,,,,,,,,,,,
T3,3,3.3,L100_Ni125_T3,125,C,0.053,0.011,,,,,,,,,,,,
T3,3,3.3,L100_Ni125_T3,125,D,0.054,0.012,,,,,,,,,,,,
T3,3,3.3,L100_Ni125_T3,125,E,0.053,0.011,,,,,,,,,,,,
T3,3,3.3,L100_Ni125_T3,125,F,0.054,0.012,,,,,,,,,,,,
T3,3,3.3,L100_Ni250_T3,250,A,0.048,0.005,,,,,,,,,,,,
T3,3,3.3,L100_Ni250_T3,250,B,0.048,0.005,,,,,,,,,,,,
T3,3,3.3,L100_Ni250_T3,250,C,0.048,0.005,,,,,,,,,,,,
T3,3,3.3,L100_Ni250_T3,250,D,0.048,0.005,,,,,,,,,,,,
T3,3,3.3,L100_Ni250_T3,250,E,0.049,0.006,,,,,,,,,,,,
T3,3,3.3,L100_Ni250_T3,250,F,0.047,0.004,,,,,,,,,,,,
T4,4,4.4,L100_Ni0_T4,0,A,0.05,0.013,,,,,,,,,0.154,4.594,-80,1
T4,4,4.4,L100_Ni0_T4,0,B,0.053,0.016,,,,,,,,,0.157,4.971,-143,2
T4,4,4.4,L100_Ni0_T4,0,C,0.056,0.019,,,,,,,,,2.266,4.844,-3423,5
T4,4,4.4,L100_Ni0_T4,0,D,0.053,0.016,0.052,-0.003,0.225,-0.003,,,,,,,,
T4,4,4.4,L100_Ni0_T4,0,E,0.053,0.016,0.052,-0.003,0.232,0.004,,,,,,,,
T4,4,4.4,L100_Ni0_T4,0,F,0.059,0.022,0.053,-0.002,0.229,0.001,,,,,,,,
T4,4,4.4,L100_Ni5_T4,5,A,0.049,0.012,,,,,,,,,0.641,4.881,-107,1
T4,4,4.4,L100_Ni5_T4,5,B,0.05,0.013,,,,,,,,,0.405,4.94,-33,-2
T4,4,4.4,L100_Ni5_T4,5,C,0.05,0.013,,,,,,,,,0.388,4.602,-30,2
T4,4,4.4,L100_Ni5_T4,5,D,0.051,0.014,0.052,-0.001,0.228,-0.002,,,,,,,,
T4,4,4.4,L100_Ni5_T4,5,E,0.049,0.012,0.052,-0.001,0.226,-0.004,,,,,,,,
T4,4,4.4,L100_Ni5_T4,5,F,0.05,0.013,0.052,-0.001,0.225,-0.005,,,,,,,,
T4,4,4.4,L100_Ni10_T4,10,A,0.049,0.011,,,,,,,,,0.665,4.771,-12,4
T4,4,4.4,L100_Ni10_T4,10,B,0.05,0.012,,,,,,,,,0.674,4.769,-16,0
T4,4,4.4,L100_Ni10_T4,10,C,0.049,0.011,,,,,,,,,0.702,4.913,-22,0
T4,4,4.4,L100_Ni10_T4,10,D,0.051,0.013,0.052,-0.001,0.237,0.01,,,,,,,,
T4,4,4.4,L100_Ni10_T4,10,E,0.051,0.013,0.052,-0.001,0.223,-0.004,,,,,,,,
T4,4,4.4,L100_Ni10_T4,10,F,0.051,0.013,0.052,-0.001,0.229,0.002,,,,,,,,
T4,4,4.4,L100_Ni25_T4,25,A,0.051,0.012,,,,,,,,,1.466,4.887,-4,2
T4,4,4.4,L100_Ni25_T4,25,B,0.052,0.013,,,,,,,,,1.455,4.802,-6,2
T4,4,4.4,L100_Ni25_T4,25,C,0.049,0.01,,,,,,,,,1.433,4.712,-4,5
T4,4,4.4,L100_Ni25_T4,25,D,0.051,0.012,0.053,0,0.228,-0.003,,,,,,,,
T4,4,4.4,L100_Ni25_T4,25,E,0.051,0.012,0.052,-0.001,0.226,-0.005,,,,,,,,
T4,4,4.4,L100_Ni25_T4,25,F,0.051,0.012,0.052,-0.001,0.227,-0.004,,,,,,,,
T4,4,4.4,L100_Ni50_T4,50,A,0.064,0.024,,,,,,,,,2.581,4.822,-3,1
T4,4,4.4,L100_Ni50_T4,50,B,0.065,0.025,,,,,,,,,2.554,4.769,0,3
T4,4,4.4,L100_Ni50_T4,50,C,0.065,0.025,,,,,,,,,2.588,4.823,-5,-1
T4,4,4.4,L100_Ni50_T4,50,D,0.064,0.024,0.053,0,0.239,0.011,,,,,,,,
T4,4,4.4,L100_Ni50_T4,50,E,0.062,0.022,0.053,0,0.228,-0.001,,,,,,,,
T4,4,4.4,L100_Ni50_T4,50,F,0.063,0.023,0.052,-0.001,0.232,0.004,,,,,,,,
T4,4,4.4,L100_Ni75_T4,75,A,0.06,0.019,,,,,,,,,3.816,4.895,-3,0
T4,4,4.4,L100_Ni75_T4,75,B,0.06,0.019,,,,,,,,,3.738,4.824,-1,1
T4,4,4.4,L100_Ni75_T4,75,C,0.06,0.019,,,,,,,,,3.778,4.87,-4,0
T4,4,4.4,L100_Ni75_T4,75,D,0.06,0.019,0.052,-0.001,0.23,0.001,,,,,,,,
T4,4,4.4,L100_Ni75_T4,75,E,0.06,0.019,0.052,-0.001,0.234,0.005,,,,,,,,
T4,4,4.4,L100_Ni75_T4,75,F,0.059,0.018,0.052,-0.001,0.231,0.002,,,,,,,,
T4,4,4.4,L100_Ni125_T4,125,A,0.056,0.014,,,,,,,,,6.625,4.917,-2,0
T4,4,4.4,L100_Ni125_T4,125,B,0.056,0.014,,,,,,,,,6.438,4.847,1,2
T4,4,4.4,L100_Ni125_T4,125,C,0.056,0.014,,,,,,,,,6.469,4.852,2,4
T4,4,4.4,L100_Ni125_T4,125,D,0.055,0.013,0.052,0,0.232,0.004,,,,,,,,
T4,4,4.4,L100_Ni125_T4,125,E,0.055,0.013,0.053,0.001,0.234,0.006,,,,,,,,
T4,4,4.4,L100_Ni125_T4,125,F,0.055,0.013,0.052,0,0.247,0.019,,,,,,,,
T4,4,4.4,L100_Ni250_T4,250,A,0.049,0.006,,,,,,,,,13.312,4.941,-5,-5
T4,4,4.4,L100_Ni250_T4,250,B,0.048,0.005,,,,,,,,,13.068,4.825,-6,-4
T4,4,4.4,L100_Ni250_T4,250,C,0.048,0.005,,,,,,,,,13.192,4.868,-1,1
T4,4,4.4,L100_Ni250_T4,250,D,0.047,0.004,0.053,0,0.226,0,,,,,,,,
T4,4,4.4,L100_Ni250_T4,250,E,0.047,0.004,0.055,0.002,0.226,0,,,,,,,,
T4,4,4.4,L100_Ni250_T4,250,F,0.047,0.004,0.052,-0.001,0.216,-0.01,,,,,,,,
T5,5,5.3,L100_Ni0_T5,0,A,0.115,0.078,,,,,,,,,,,,
T5,5,5.3,L100_Ni0_T5,0,B,0.11,0.073,,,,,,,,,,,,
T5,5,5.3,L100_Ni0_T5,0,C,0.107,0.07,,,,,,,,,,,,
T5,5,5.3,L100_Ni0_T5,0,D,0.11,0.073,,,,,,,,,,,,
T5,5,5.3,L100_Ni0_T5,0,E,0.109,0.072,,,,,,,,,,,,
T5,5,5.3,L100_Ni0_T5,0,F,0.116,0.079,,,,,,,,,,,,
T5,5,5.3,L100_Ni5_T5,5,A,0.099,0.062,,,,,,,,,,,,
T5,5,5.3,L100_Ni5_T5,5,B,0.093,0.056,,,,,,,,,,,,
T5,5,5.3,L100_Ni5_T5,5,C,0.092,0.055,,,,,,,,,,,,
T5,5,5.3,L100_Ni5_T5,5,D,0.099,0.062,,,,,,,,,,,,
T5,5,5.3,L100_Ni5_T5,5,E,0.098,0.061,,,,,,,,,,,,
T5,5,5.3,L100_Ni5_T5,5,F,0.104,0.067,,,,,,,,,,,,
T5,5,5.3,L100_Ni10_T5,10,A,0.095,0.057,,,,,,,,,,,,
T5,5,5.3,L100_Ni10_T5,10,B,0.089,0.051,,,,,,,,,,,,
T5,5,5.3,L100_Ni10_T5,10,C,0.091,0.053,,,,,,,,,,,,
T5,5,5.3,L100_Ni10_T5,10,D,0.095,0.057,,,,,,,,,,,,
T5,5,5.3,L100_Ni10_T5,10,E,0.098,0.06,,,,,,,,,,,,
T5,5,5.3,L100_Ni10_T5,10,F,0.103,0.065,,,,,,,,,,,,
T5,5,5.3,L100_Ni25_T5,25,A,0.096,0.057,,,,,,,,,,,,
T5,5,5.3,L100_Ni25_T5,25,B,0.092,0.053,,,,,,,,,,,,
T5,5,5.3,L100_Ni25_T5,25,C,0.093,0.054,,,,,,,,,,,,
T5,5,5.3,L100_Ni25_T5,25,D,0.092,0.053,,,,,,,,,,,,
T5,5,5.3,L100_Ni25_T5,25,E,0.093,0.054,,,,,,,,,,,,
T5,5,5.3,L100_Ni25_T5,25,F,0.112,0.073,,,,,,,,,,,,
T5,5,5.3,L100_Ni50_T5,50,A,0.098,0.058,,,,,,,,,,,,
T5,5,5.3,L100_Ni50_T5,50,B,0.096,0.056,,,,,,,,,,,,
T5,5,5.3,L100_Ni50_T5,50,C,0.092,0.052,,,,,,,,,,,,
T5,5,5.3,L100_Ni50_T5,50,D,0.085,0.045,,,,,,,,,,,,
T5,5,5.3,L100_Ni50_T5,50,E,0.087,0.047,,,,,,,,,,,,
T5,5,5.3,L100_Ni50_T5,50,F,0.109,0.069,,,,,,,,,,,,
T5,5,5.3,L100_Ni75_T5,75,A,0.095,0.054,,,,,,,,,,,,
T5,5,5.3,L100_Ni75_T5,75,B,0.095,0.054,,,,,,,,,,,,
T5,5,5.3,L100_Ni75_T5,75,C,0.085,0.044,,,,,,,,,,,,
T5,5,5.3,L100_Ni75_T5,75,D,0.086,0.045,,,,,,,,,,,,
T5,5,5.3,L100_Ni75_T5,75,E,0.085,0.044,,,,,,,,,,,,
T5,5,5.3,L100_Ni75_T5,75,F,0.101,0.06,,,,,,,,,,,,
T5,5,5.3,L100_Ni125_T5,125,A,0.066,0.024,,,,,,,,,,,,
T5,5,5.3,L100_Ni125_T5,125,B,0.066,0.024,,,,,,,,,,,,
T5,5,5.3,L100_Ni125_T5,125,C,0.067,0.025,,,,,,,,,,,,
T5,5,5.3,L100_Ni125_T5,125,D,0.068,0.026,,,,,,,,,,,,
T5,5,5.3,L100_Ni125_T5,125,E,0.067,0.025,,,,,,,,,,,,
T5,5,5.3,L100_Ni125_T5,125,F,0.066,0.024,,,,,,,,,,,,
T5,5,5.3,L100_Ni250_T5,250,A,0.049,0.006,,,,,,,,,,,,
T5,5,5.3,L100_Ni250_T5,250,B,0.049,0.006,,,,,,,,,,,,
T5,5,5.3,L100_Ni250_T5,250,C,0.049,0.006,,,,,,,,,,,,
T5,5,5.3,L100_Ni250_T5,250,D,0.049,0.006,,,,,,,,,,,,
T5,5,5.3,L100_Ni250_T5,250,E,0.051,0.008,,,,,,,,,,,,
T5,5,5.3,L100_Ni250_T5,250,F,0.048,0.005,,,,,,,,,,,,
T6,6,6.1,L100_Ni0_T6,0,A,0.113,0.076,,,,,,,,,,,,
T6,6,6.1,L100_Ni0_T6,0,B,0.104,0.067,,,,,,,,,,,,
T6,6,6.1,L100_Ni0_T6,0,C,0.104,0.067,,,,,,,,,,,,
T6,6,6.1,L100_Ni0_T6,0,D,0.107,0.07,,,,,,,,,,,,
T6,6,6.1,L100_Ni0_T6,0,E,0.108,0.071,,,,,,,,,,,,
T6,6,6.1,L100_Ni0_T6,0,F,0.125,0.088,,,,,,,,,,,,
T6,6,6.1,L100_Ni5_T6,5,A,0.098,0.061,,,,,,,,,,,,
T6,6,6.1,L100_Ni5_T6,5,B,0.094,0.057,,,,,,,,,,,,
T6,6,6.1,L100_Ni5_T6,5,C,0.087,0.05,,,,,,,,,,,,
T6,6,6.1,L100_Ni5_T6,5,D,0.091,0.054,,,,,,,,,,,,
T6,6,6.1,L100_Ni5_T6,5,E,0.092,0.055,,,,,,,,,,,,
T6,6,6.1,L100_Ni5_T6,5,F,0.105,0.068,,,,,,,,,,,,
T6,6,6.1,L100_Ni10_T6,10,A,0.095,0.057,,,,,,,,,,,,
