PLATE_ID,TIME_PT,HRS_INOC,SAMPLE,NiTREAT,REP,OD600,OD600_BLK,A618,A618_BLK,A595,A595_BLK,CFU_ct,CFU_ml,logCFU_ml,CFU_ox,DisNi,DisMn,Ni.rem,Mn.rem
T6,6,6.1,L100_Ni10_T6,10,B,0.091,0.053,,,,,,,,,,,,
T6,6,6.1,L100_Ni10_T6,10,C,0.08,0.042,,,,,,,,,,,,
T6,6,6.1,L100_Ni10_T6,10,D,0.088,0.05,,,,,,,,,,,,
T6,6,6.1,L100_Ni10_T6,10,E,0.086,0.048,,,,,,,,,,,,
T6,6,6.1,L100_Ni10_T6,10,F,0.111,0.073,,,,,,,,,,,,
T6,6,6.1,L100_Ni25_T6,25,A,0.107,0.068,,,,,,,,,,,,
T6,6,6.1,L100_Ni25_T6,25,B,0.094,0.055,,,,,,,,,,,,
T6,6,6.1,L100_Ni25_T6,25,C,0.083,0.044,,,,,,,,,,,,
T6,6,6.1,L100_Ni25_T6,25,D,0.084,0.045,,,,,,,,,,,,
T6,6,6.1,L100_Ni25_T6,25,E,0.082,0.043,,,,,,,,,,,,
T6,6,6.1,L100_Ni25_T6,25,F,0.11,0.071,,,,,,,,,,,,
T6,6,6.1,L100_Ni50_T6,50,A,0.096,0.056,,,,,,,,,,,,
T6,6,6.1,L100_Ni50_T6,50,B,0.085,0.045,,,,,,,,,,,,
T6,6,6.1,L100_Ni50_T6,50,C,0.08,0.04,,,,,,,,,,,,
T6,6,6.1,L100_Ni50_T6,50,D,0.074,0.034,,,,,,,,,,,,
T6,6,6.1,L100_Ni50_T6,50,E,0.079,0.039,,,,,,,,,,,,
T6,6,6.1,L100_Ni50_T6,50,F,0.1,0.06,,,,,,,,,,,,
T6,6,6.1,L100_Ni75_T6,75,A,0.095,0.054,,,,,,,,,,,,
T6,6,6.1,L100_Ni75_T6,75,B,0.086,0.045,,,,,,,,,,,,
T6,6,6.1,L100_Ni75_T6,75,C,0.081,0.04,,,,,,,,,,,,
T6,6,6.1,L100_Ni75_T6,75,D,0.081,0.04,,,,,,,,,,,,
T6,6,6.1,L100_Ni75_T6,75,E,0.079,0.038,,,,,,,,,,,,
T6,6,6.1,L100_Ni75_T6,75,F,0.108,0.067,,,,,,,,,,,,
T6,6,6.1,L100_Ni125_T6,125,A,0.066,0.024,,,,,,,,,,,,
T6,6,6.1,L100_Ni125_T6,125,B,0.066,0.024,,,,,,,,,,,,
T6,6,6.1,L100_Ni125_T6,125,C,0.066,0.024,,,,,,,,,,,,
T6,6,6.1,L100_Ni125_T6,125,D,0.065,0.023,,,,,,,,,,,,
T6,6,6.1,L100_Ni125_T6,125,E,0.066,0.024,,,,,,,,,,,,
T6,6,6.1,L100_Ni125_T6,125,F,0.066,0.024,,,,,,,,,,,,
T6,6,6.1,L100_Ni250_T6,250,A,0.05,0.007,,,,,,,,,,,,
T6,6,6.1,L100_Ni250_T6,250,B,0.049,0.006,,,,,,,,,,,,
T6,6,6.1,L100_Ni250_T6,250,C,0.049,0.006,,,,,,,,,,,,
T6,6,6.1,L100_Ni250_T6,250,D,0.048,0.005,,,,,,,,,,,,
T6,6,6.1,L100_Ni250_T6,250,E,0.048,0.005,,,,,,,,,,,,
T6,6,6.1,L100_Ni250_T6,250,F,0.048,0.005,,,,,,,,,,,,
T7,7,7.3,L100_Ni0_T7,0,A,0.2,0.163,,,,,,,,,,,,
T7,7,7.3,L100_Ni0_T7,0,B,0.193,0.156,,,,,,,,,,,,
T7,7,7.3,L100_Ni0_T7,0,C,0.194,0.157,,,,,,,,,,,,
T7,7,7.3,L100_Ni0_T7,0,D,0.18,0.143,,,,,,,,,,,,
T7,7,7.3,L100_Ni0_T7,0,E,0.181,0.144,,,,,,,,,,,,
T7,7,7.3,L100_Ni0_T7,0,F,0.227,0.19,,,,,,,,,,,,
T7,7,7.3,L100_Ni5_T7,5,A,0.158,0.121,,,,,,,,,,,,
T7,7,7.3,L100_Ni5_T7,5,B,0.166,0.129,,,,,,,,,,,,
T7,7,7.3,L100_Ni5_T7,5,C,0.155,0.118,,,,,,,,,,,,
T7,7,7.3,L100_Ni5_T7,5,D,0.141,0.104,,,,,,,,,,,,
T7,7,7.3,L100_Ni5_T7,5,E,0.154,0.117,,,,,,,,,,,,
T7,7,7.3,L100_Ni5_T7,5,F,0.162,0.125,,,,,,,,,,,,
T7,7,7.3,L100_Ni10_T7,10,A,0.149,0.111,,,,,,,,,,,,
T7,7,7.3,L100_Ni10_T7,10,B,0.166,0.128,,,,,,,,,,,,
T7,7,7.3,L100_Ni10_T7,10,C,0.158,0.12,,,,,,,,,,,,
T7,7,7.3,L100_Ni10_T7,10,D,0.165,0.127,,,,,,,,,,,,
T7,7,7.3,L100_Ni10_T7,10,E,0.149,0.111,,,,,,,,,,,,
T7,7,7.3,L100_Ni10_T7,10,F,0.171,0.133,,,,,,,,,,,,
T7,7,7.3,L100_Ni25_T7,25,A,0.139,0.1,,,,,,,,,,,,
T7,7,7.3,L100_Ni25_T7,25,B,0.174,0.135,,,,,,,,,,,,
T7,7,7.3,L100_Ni25_T7,25,C,0.167,0.128,,,,,,,,,,,,
T7,7,7.3,L100_Ni25_T7,25,D,0.157,0.118,,,,,,,,,,,,
T7,7,7.3,L100_Ni25_T7,25,E,0.136,0.097,,,,,,,,,,,,
T7,7,7.3,L100_Ni25_T7,25,F,0.178,0.139,,,,,,,,,,,,
T7,7,7.3,L100_Ni50_T7,50,A,0.145,0.105,,,,,,,,,,,,
T7,7,7.3,L100_Ni50_T7,50,B,0.151,0.111,,,,,,,,,,,,
T7,7,7.3,L100_Ni50_T7,50,C,0.159,0.119,,,,,,,,,,,,
T7,7,7.3,L100_Ni50_T7,50,D,0.158,0.118,,,,,,,,,,,,
T7,7,7.3,L100_Ni50_T7,50,E,0.141,0.101,,,,,,,,,,,,
T7,7,7.3,L100_Ni50_T7,50,F,0.16,0.12,,,,,,,,,,,,
T7,7,7.3,L100_Ni75_T7,75,A,0.142,0.101,,,,,,,,,,,,
T7,7,7.3,L100_Ni75_T7,75,B,0.137,0.096,,,,,,,,,,,,
T7,7,7.3,L100_Ni75_T7,75,C,0.13,0.089,,,,,,,,,,,,
T7,7,7.3,L100_Ni75_T7,75,D,0.133,0.092,,,,,,,,,,,,
T7,7,7.3,L100_Ni75_T7,75,E,0.127,0.086,,,,,,,,,,,,
T7,7,7.3,L100_Ni75_T7,75,F,0.126,0.085,,,,,,,,,,,,
T7,7,7.3,L100_Ni125_T7,125,A,0.096,0.054,,,,,,,,,,,,
T7,7,7.3,L100_Ni125_T7,125,B,0.099,0.057,,,,,,,,,,,,
T7,7,7.3,L100_Ni125_T7,125,C,0.098,0.056,,,,,,,,,,,,
T7,7,7.3,L100_Ni125_T7,125,D,0.099,0.057,,,,,,,,,,,,
T7,7,7.3,L100_Ni125_T7,125,E,0.095,0.053,,,,,,,,,,,,
T7,7,7.3,L100_Ni125_T7,125,F,0.101,0.059,,,,,,,,,,,,
T7,7,7.3,L100_Ni250_T7,250,A,0.051,0.008,,,,,,,,,,,,
T7,7,7.3,L100_Ni250_T7,250,B,0.051,0.008,,,,,,,,,,,,
T7,7,7.3,L100_Ni250_T7,250,C,0.051,0.008,,,,,,,,,,,,
T7,7,7.3,L100_Ni250_T7,250,D,0.05,0.007,,,,,,,,,,,,
T7,7,7.3,L100_Ni250_T7,250,E,0.052,0.009,,,,,,,,,,,,
T7,7,7.3,L100_Ni250_T7,250,F,0.049,0.006,,,,,,,,,,,,
T8,8,8.5,L100_Ni0_T8,0,A,0.215,0.178,,,,,,,,,0.05,4.679,42,0
T8,8,8.5,L100_Ni0_T8,0,B,0.202,0.165,,,,,,,,,0.049,4.671,23,8
T8,8,8.5,L100_Ni0_T8,0,C,0.174,0.137,,,,,,,,,0.049,4.615,24,9
T8,8,8.5,L100_Ni0_T8,0,D,0.192,0.155,0.055,0,0.36,0.132,,,,,,,,
T8,8,8.5,L100_Ni0_T8,0,E,0.221,0.184,0.055,0,0.37,0.142,,,,,,,,
T8,8,8.5,L100_Ni0_T8,0,F,0.239,0.202,0.058,0.003,0.384,0.156,,,,,,,,
T8,8,8.5,L100_Ni5_T8,5,A,0.21,0.173,,,,,,,,,0.291,4.67,6,6
T8,8,8.5,L100_Ni5_T8,5,B,0.18,0.143,,,,,,,,,0.287,4.644,6,4
T8,8,8.5,L100_Ni5_T8,5,C,0.151,0.114,,,,,,,,,0.291,4.754,3,-1
T8,8,8.5,L100_Ni5_T8,5,D,0.166,0.129,0.053,0.001,0.346,0.116,,,,,,,,
T8,8,8.5,L100_Ni5_T8,5,E,0.19,0.153,0.055,0.003,0.345,0.115,,,,,,,,
T8,8,8.5,L100_Ni5_T8,5,F,0.218,0.181,0.055,0.003,0.332,0.102,,,,,,,,
T8,8,8.5,L100_Ni10_T8,10,A,0.203,0.165,,,,,,,,,0.56,4.783,5,4
T8,8,8.5,L100_Ni10_T8,10,B,0.164,0.126,,,,,,,,,0.605,4.65,-4,3
T8,8,8.5,L100_Ni10_T8,10,C,0.151,0.113,,,,,,,,,0.541,4.598,6,7
T8,8,8.5,L100_Ni10_T8,10,D,0.154,0.116,0.054,0.001,0.331,0.104,,,,,,,,
T8,8,8.5,L100_Ni10_T8,10,E,0.174,0.136,0.055,0.002,0.335,0.108,,,,,,,,
T8,8,8.5,L100_Ni10_T8,10,F,0.246,0.208,0.056,0.003,0.37,0.143,,,,,,,,
T8,8,8.5,L100_Ni25_T8,25,A,0.181,0.142,,,,,,,,,1.398,4.789,0,4
T8,8,8.5,L100_Ni25_T8,25,B,0.149,0.11,,,,,,,,,1.374,4.711,0,4
T8,8,8.5,L100_Ni25_T8,25,C,0.138,0.099,,,,,,,,,1.305,4.572,5,8
T8,8,8.5,L100_Ni25_T8,25,D,0.151,0.112,0.053,0,0.319,0.088,,,,,,,,
T8,8,8.5,L100_Ni25_T8,25,E,0.16,0.121,0.054,0.001,0.311,0.08,,,,,,,,
T8,8,8.5,L100_Ni25_T8,25,F,0.222,0.183,0.056,0.003,0.363,0.132,,,,,,,,
T8,8,8.5,L100_Ni50_T8,50,A,0.167,0.127,,,,,,,,,2.449,4.759,3,2
T8,8,8.5,L100_Ni50_T8,50,B,0.127,0.087,,,,,,,,,2.381,4.585,7,7
T8,8,8.5,L100_Ni50_T8,50,C,0.121,0.081,,,,,,,,,2.427,4.758,2,1
T8,8,8.5,L100_Ni50_T8,50,D,0.127,0.087,0.053,0,0.305,0.077,,,,,,,,
T8,8,8.5,L100_Ni50_T8,50,E,0.142,0.102,0.055,0.002,0.313,0.085,,,,,,,,
T8,8,8.5,L100_Ni50_T8,50,F,0.198,0.158,0.055,0.002,0.334,0.106,,,,,,,,
T8,8,8.5,L100_Ni75_T8,75,A,0.154,0.113,,,,,,,,,3.616,4.784,2,2
T8,8,8.5,L100_Ni75_T8,75,B,0.104,0.063,,,,,,,,,3.596,4.762,2,2
T8,8,8.5,L100_Ni75_T8,75,C,0.102,0.061,,,,,,,,,3.545,4.67,3,4
T8,8,8.5,L100_Ni75_T8,75,D,0.116,0.075,0.054,0.002,0.306,0.077,,,,,,,,
T8,8,8.5,L100_Ni75_T8,75,E,0.125,0.084,0.055,0.003,0.303,0.074,,,,,,,,
T8,8,8.5,L100_Ni75_T8,75,F,0.167,0.126,0.057,0.005,0.312,0.083,,,,,,,,
T8,8,8.5,L100_Ni125_T8,125,A,0.1,0.058,,,,,,,,,6.454,4.908,0,0
T8,8,8.5,L100_Ni125_T8,125,B,0.09,0.048,,,,,,,,,6.23,4.781,4,4
T8,8,8.5,L100_Ni125_T8,125,C,0.078,0.036,,,,,,,,,6.239,4.777,6,5
T8,8,8.5,L100_Ni125_T8,125,D,0.089,0.047,0.054,0.002,0.263,0.035,,,,,,,,
T8,8,8.5,L100_Ni125_T8,125,E,0.092,0.05,0.054,0.002,0.265,0.037,,,,,,,,
T8,8,8.5,L100_Ni125_T8,125,F,0.1,0.058,0.055,0.003,0.265,0.037,,,,,,,,
T8,8,8.5,L100_Ni250_T8,250,A,0.051,0.008,,,,,,,,,13.655,4.951,-8,-5
T8,8,8.5,L100_Ni250_T8,250,B,0.05,0.007,,,,,,,,,12.934,4.821,-5,-4
T8,8,8.5,L100_Ni250_T8,250,C,0.05,0.007,,,,,,,,,13.011,4.889,1,1
T8,8,8.5,L100_Ni250_T8,250,D,0.049,0.006,0.053,0,0.232,0.006,,,,,,,,
T8,8,8.5,L100_Ni250_T8,250,E,0.051,0.008,0.053,0,0.228,0.002,,,,,,,,
T8,8,8.5,L100_Ni250_T8,250,F,0.05,0.007,0.054,0.001,0.228,0.002,,,,,,,,
T10,10,10.4,L100_Ni0_T10,0,A,0.268,0.231,,,,,,,,,,,,
T10,10,10.4,L100_Ni0_T10,0,B,0.264,0.227,,,,,,,,,,,,
T10,10,10.4,L100_Ni0_T10,0,C,0.257,0.22,,,,,,,,,,,,
T10,10,10.4,L100_Ni0_T10,0,D,0.252,0.215,,,,,,,,,,,,
T10,10,10.4,L100_Ni0_T10,0,E,0.26,0.223,,,,,,,,,,,,
T10,10,10.4,L100_Ni0_T10,0,F,0.261,0.224,,,,,,,,,,,,
T10,10,10.4,L100_Ni5_T10,5,A,0.229,0.192,,,,,,,,,,,,
T10,10,10.4,L100_Ni5_T10,5,B,0.241,0.204,,,,,,,,,,,,
T10,10,10.4,L100_Ni5_T10,5,C,0.23,0.193,,,,,,,,,,,,
T10,10,10.4,L100_Ni5_T10,5,D,0.228,0.191,,,,,,,,,,,,
T10,10,10.4,L100_Ni5_T10,5,E,0.235,0.198,,,,,,,,,,,,
T10,10,10.4,L100_Ni5_T10,5,F,0.256,0.219,,,,,,,,,,,,
T10,10,10.4,L100_Ni10_T10,10,A,0.21,0.172,,,,,,,,,,,,
T10,10,10.4,L100_Ni10_T10,10,B,0.226,0.188,,,,,,,,,,,,
T10,10,10.4,L100_Ni10_T10,10,C,0.222,0.184,,,,,,,,,,,,
T10,10,10.4,L100_Ni10_T10,10,D,0.213,0.175,,,,,,,,,,,,
T10,10,10.4,L100_Ni10_T10,10,E,0.223,0.185,,,,,,,,,,,,
T10,10,10.4,L100_Ni10_T10,10,F,0.27,0.232,,,,,,,,,,,,
T10,10,10.4,L100_Ni25_T10,25,A,0.214,0.175,,,,,,,,,,,,
T10,10,10.4,L100_Ni25_T10,25,B,0.228,0.189,,,,,,,,,,,,
T10,10,10.4,L100_Ni25_T10,25,C,0.214,0.175,,,,,,,,,,,,
T10,10,10.4,L100_Ni25_T10,25,D,0.2,0.161,,,,,,,,,,,,
T10,10,10.4,L100_Ni25_T10,25,E,0.225,0.186,,,,,,,,,,,,
T10,10,10.4,L100_Ni25_T10,25,F,0.272,0.233,,,,,,,,,,,,
T10,10,10.4,L100_Ni50_T10,50,A,0.223,0.183,,,,,,,,,,,,
T10,10,10.4,L100_Ni50_T10,50,B,0.202,0.162,,,,,,,,,,,,
T10,10,10.4,L100_Ni50_T10,50,C,0.196,0.156,,,,,,,,,,,,
T10,10,10.4,L100_Ni50_T10,50,D,0.202,0.162,,,,,,,,,,,,
T10,10,10.4,L100_Ni50_T10,50,E,0.215,0.175,,,,,,,,,,,,
T10,10,10.4,L100_Ni50_T10,50,F,0.251,0.211,,,,,,,,,,,,
T10,10,10.4,L100_Ni75_T10,75,A,0.205,0.164,,,,,,,,,,,,
T10,10,10.4,L100_Ni75_T10,75,B,0.193,0.152,,,,,,,,,,,,
T10,10,10.4,L100_Ni75_T10,75,C,0.182,0.141,,,,,,,,,,,,
T10,10,10.4,L100_Ni75_T10,75,D,0.191,0.15,,,,,,,,,,,,
T10,10,10.4,L100_Ni75_T10,75,E,0.202,0.161,,,,,,,,,,,,
T10,10,10.4,L100_Ni75_T10,75,F,0.226,0.185,,,,,,,,,,,,
T10,10,10.4,L100_Ni125_T10,125,A,0.111,0.069,,,,,,,,,,,,
T10,10,10.4,L100_Ni125_T10,125,B,0.108,0.066,,,,,,,,,,,,
T10,10,10.4,L100_Ni125_T10,125,C,0.091,0.049,,,,,,,,,,,,
T10,10,10.4,L100_Ni125_T10,125,D,0.093,0.051,,,,,,,,,,,,
T10,10,10.4,L100_Ni125_T10,125,E,0.093,0.051,,,,,,,,,,,,
T10,10,10.4,L100_Ni125_T10,125,F,0.117,0.075,,,,,,,,,,,,
T10,10,10.4,L100_Ni250_T10,250,A,0.054,0.011,,,,,,,,,,,,
T10,10,10.4,L100_Ni250_T10,250,B,0.053,0.01,,,,,,,,,,,,
T10,10,10.4,L100_Ni250_T10,250,C,0.052,0.009,,,,,,,,,,,,
T10,10,10.4,L100_Ni250_T10,250,D,0.051,0.008,,,,,,,,,,,,
T10,10,10.4,L100_Ni250_T10,250,E,0.052,0.009,,,,,,,,,,,,
T10,10,10.4,L100_Ni250_T10,250,F,0.052,0.009,,,,,,,,,,,,
T11,11,11.3,L100_Ni0_T11,0,A,0.265,0.228,,,,,,,,,,,,
T11,11,11.3,L100_Ni0_T11,0,B,0.273,0.236,,,,,,,,,,,,
T11,11,11.3,L100_Ni0_T11,0,C,0.295,0.258,,,,,,,,,,,,
T11,11,11.3,L100_Ni0_T11,0,D,0.296,0.259,,,,,,,,,,,,
T11,11,11.3,L100_Ni0_T11,0,E,0.295,0.258,,,,,,,,,,,,
T11,11,11.3,L100_Ni0_T11,0,F,0.313,0.276,,,,,,,,,,,,
T11,11,11.3,L100_Ni5_T11,5,A,0.275,0.238,,,,,,,,,,,,
T11,11,11.3,L100_Ni5_T11,5,B,0.257,0.22,,,,,,,,,,,,
T11,11,11.3,L100_Ni5_T11,5,C,0.249,0.212,,,,,,,,,,,,
T11,11,11.3,L100_Ni5_T11,5,D,0.257,0.22,,,,,,,,,,,,
T11,11,11.3,L100_Ni5_T11,5,E,0.274,0.237,,,,,,,,,,,,
T11,11,11.3,L100_Ni5_T11,5,F,0.288,0.251,,,,,,,,,,,,
T11,11,11.3,L100_Ni10_T11,10,A,0.255,0.217,,,,,,,,,,,,
T11,11,11.3,L100_Ni10_T11,10,B,0.256,0.218,,,,,,,,,,,,
T11,11,11.3,L100_Ni10_T11,10,C,0.262,0.224,,,,,,,,,,,,
T11,11,11.3,L100_Ni10_T11,10,D,0.267,0.229,,,,,,,,,,,,
T11,11,11.3,L100_Ni10_T11,10,E,0.275,0.237,,,,,,,,,,,,
T11,11,11.3,L100_Ni10_T11,10,F,0.292,0.254,,,,,,,,,,,,
T11,11,11.3,L100_Ni25_T11,25,A,0.263,0.224,,,,,,,,,,,,
T11,11,11.3,L100_Ni25_T11,25,B,0.251,0.212,,,,,,,,,,,,
T11,11,11.3,L100_Ni25_T11,25,C,0.262,0.223,,,,,,,,,,,,
T11,11,11.3,L100_Ni25_T11,25,D,0.272,0.233,,,,,,,,,,,,
T11,11,11.3,L100_Ni25_T11,25,E,0.275,0.236,,,,,,,,,,,,
T11,11,11.3,L100_Ni25_T11,25,F,0.295,0.256,,,,,,,,,,,,
T11,11,11.3,L100_Ni50_T11,50,A,0.271,0.231,,,,,,,,,,,,
T11,11,11.3,L100_Ni50_T11,50,B,0.251,0.211,,,,,,,,,,,,
T11,11,11.3,L100_Ni50_T11,50,C,0.257,0.217,,,,,,,,,,,,
T11,11,11.3,L100_Ni50_T11,50,D,0.276,0.236,,,,,,,,,,,,
T11,11,11.3,L100_Ni50_T11,50,E,0.268,0.228,,,,,,,,,,,,
T11,11,11.3,L100_Ni50_T11,50,F,0.293,0.253,,,,,,,,,,,,
T11,11,11.3,L100_Ni75_T11,75,A,0.254,0.213,,,,,,,,,,,,
T11,11,11.3,L100_Ni75_T11,75,B,0.256,0.215,,,,,,,,,,,,
T11,11,11.3,L100_Ni75_T11,75,C,0.254,0.213,,,,,,,,,,,,
T11,11,11.3,L100_Ni75_T11,75,D,0.261,0.22,,,,,,,,,,,,
T11,11,11.3,L100_Ni75_T11,75,E,0.252,0.211,,,,,,,,,,,,
T11,11,11.3,L100_Ni75_T11,75,F,0.271,0.23,,,,,,,,,,,,
T11,11,11.3,L100_Ni125_T11,125,A,0.13,0.088,,,,,,,,,,,,
T11,11,11.3,L100_Ni125_T11,125,B,0.126,0.084,,,,,,,,,,,,
T11,11,11.3,L100_Ni125_T11,125,C,0.132,0.09,,,,,,,,,,,,
T11,11,11.3,L100_Ni125_T11,125,D,0.14,0.098,,,,,,,,,,,,
T11,11,11.3,L100_Ni125_T11,125,E,0.139,0.097,,,,,,,,,,,,
T11,11,11.3,L100_Ni125_T11,125,F,0.153,0.111,,,,,,,,,,,,
T11,11,11.3,L100_Ni250_T11,250,A,0.055,0.012,,,,,,,,,,,,
T11,11,11.3,L100_Ni250_T11,250,B,0.055,0.012,,,,,,,,,,,,
T11,11,11.3,L100_Ni250_T11,250,C,0.056,0.013,,,,,,,,,,,,
T11,11,11.3,L100_Ni250_T11,250,D,0.056,0.013,,,,,,,,,,,,
T11,11,11.3,L100_Ni250_T11,250,E,0.057,0.014,,,,,,,,,,,,
T11,11,11.3,L100_Ni250_T11,250,F,0.055,0.012,,,,,,,,,,,,
T12,12,12.3,L100_Ni0_T12,0,A,0.32,0.283,,,,,,,,,0.056,4.698,34,-1
T12,12,12.3,L100_Ni0_T12,0,B,0.311,0.274,,,,,,,,,0.06,4.701,7,7
T12,12,12.3,L100_Ni0_T12,0,C,0.279,0.242,,,,,,,,,0.058,4.704,11,7
T12,12,12.3,L100_Ni0_T12,0,D,0.279,0.242,0.055,0,0.444,0.216,,,,,,,,
T12,12,12.3,L100_Ni0_T12,0,E,0.296,0.259,0.054,-0.001,0.423,0.195,,,,,,,,
T12,12,12.3,L100_Ni0_T12,0,F,0.302,0.265,0.055,0,0.428,0.2,,,,,,,,
T12,12,12.3,L100_Ni5_T12,5,A,0.317,0.28,,,,,,,,,0.292,4.551,6,8
T12,12,12.3,L100_Ni5_T12,5,B,0.304,0.267,,,,,,,,,0.3,4.764,2,2
T12,12,12.3,L100_Ni5_T12,5,C,0.27,0.233,,,,,,,,,0.302,4.657,-1,1
T12,12,12.3,L100_Ni5_T12,5,D,0.268,0.231,0.055,0.003,0.42,0.19,,,,,,,,
T12,12,12.3,L100_Ni5_T12,5,E,0.296,0.259,0.055,0.003,0.44,0.21,,,,,,,,
T12,12,12.3,L100_Ni5_T12,5,F,0.314,0.277,0.053,0.001,0.471,0.241,,,,,,,,
T12,12,12.3,L100_Ni10_T12,10,A,0.284,0.246,,,,,,,,,0.572,4.785,3,4
T12,12,12.3,L100_Ni10_T12,10,B,0.301,0.263,,,,,,,,,0.588,4.697,-1,2
T12,12,12.3,L100_Ni10_T12,10,C,0.268,0.23,,,,,,,,,0.561,4.695,2,5
T12,12,12.3,L100_Ni10_T12,10,D,0.259,0.221,0.053,0,0.42,0.193,,,,,,,,
T12,12,12.3,L100_Ni10_T12,10,E,0.3,0.262,0.053,0,0.424,0.197,,,,,,,,
T12,12,12.3,L100_Ni10_T12,10,F,0.323,0.285,0.054,0.001,0.459,0.232,,,,,,,,
T12,12,12.3,L100_Ni25_T12,25,A,0.278,0.239,,,,,,,,,1.374,4.688,2,6
T12,12,12.3,L100_Ni25_T12,25,B,0.287,0.248,,,,,,,,,1.357,4.68,1,4
T12,12,12.3,L100_Ni25_T12,25,C,0.282,0.243,,,,,,,,,1.499,4.725,-9,5
T12,12,12.3,L100_Ni25_T12,25,D,0.283,0.244,0.054,0.001,0.445,0.214,,,,,,,,
T12,12,12.3,L100_Ni25_T12,25,E,0.289,0.25,0.054,0.001,0.426,0.195,,,,,,,,
T12,12,12.3,L100_Ni25_T12,25,F,0.324,0.285,0.055,0.002,0.46,0.229,,,,,,,,
T12,12,12.3,L100_Ni50_T12,50,A,0.292,0.252,,,,,,,,,2.564,4.661,-2,4
T12,12,12.3,L100_Ni50_T12,50,B,0.286,0.246,,,,,,,,,2.506,4.775,2,3
T12,12,12.3,L100_Ni50_T12,50,C,0.28,0.24,,,,,,,,,2.611,4.755,-6,1
